1,0.000025,0.000015
2,0.000014,0.000025
3,0.000036,0.000042
4,0.000073,0.000081
5,0.000146,0.000161
6,0.000295,0.000317
7,0.000590,0.000652
8,0.003046,0.001520
9,0.002381,0.003043
10,0.005519,0.005665
11,0.006671,0.027604
12,0.020235,0.037424
13,0.054872,0.059194
14,0.141905,0.146450
15,0.271610,0.285318
16,0.413183,0.456894
17,0.921935,1.005593
18,1.814992,2.207037
19,3.636373,3.631262
20,7.093910,7.927533
